LAD19CD,ethnicity,population,proportion
E07000072,White,112869.0,0.905421991191972
E07000073,Asian/Asian British,3733.0,0.0455555013179733
E07000073,Black/African/Caribbean/Black British,3090.0,0.0377086790979205
E07000073,Mixed/multiple ethnic group,1752.0,0.0213804549448404
E07000073,Other ethnic group,370.0,0.00451527872693547
E07000073,White,72999.0,0.89084008591233
E07000074,Asian/Asian British,484.0,0.00785344561813432
E07000074,Black/African/Caribbean/Black British,150.0,0.00243391909652923
E07000074,Mixed/multiple ethnic group,506.0,0.00821042041895861
E07000074,Other ethnic group,60.0,0.000973567638611693
E07000074,White,60429.0,0.980528647227766
E07000075,Asian/Asian British,881.0,0.0105778813020039
E07000075,Black/African/Caribbean/Black British,433.0,0.00519889058316424
E07000075,Mixed/multiple ethnic group,905.0,0.0108660415190846
E07000075,Other ethnic group,131.0,0.00157287451823214
E07000075,White,80937.0,0.971784312077515
E07000076,Asian/Asian British,1275.0,0.00923591794158553
E07000076,Black/African/Caribbean/Black British,434.0,0.00314383402874363
E07000076,Mixed/multiple ethnic group,1467.0,0.0106267385257302
E07000076,Other ethnic group,205.0,0.00148499072786277
E07000076,White,134667.0,0.975508518776078
E07000077,Asian/Asian British,1122.0,0.0141233337109626
E07000077,Black/African/Caribbean/Black British,417.0,0.00524904648615989
E07000077,Mixed/multiple ethnic group,977.0,0.0122981257001876
E07000077,Other ethnic group,166.0,0.00208954848130106
E07000077,White,76761.0,0.966239945621389
E07000078,Asian/Asian British,3675.0,0.0317543980921439
E07000078,Black/African/Caribbean/Black British,721.0,0.00622991048283966
E07000078,Mixed/multiple ethnic group,1878.0,0.0162271454740262
E07000078,Other ethnic group,374.0,0.00323160405073791
E07000078,White,109084.0,0.942556941900252
E07000079,Asian/Asian British,794.0,0.00958000024130983
E07000079,Black/African/Caribbean/Black British,229.0,0.00276299755070523
E07000079,Mixed/multiple ethnic group,698.0,0.00842171305848144
E07000079,Other ethnic group,85.0,0.00102556677646264
E07000079,White,81075.0,0.978209722373041
E07000080,Asian/Asian British,473.0,0.0057710374446383
E07000080,Black/African/Caribbean/Black British,199.0,0.00242798404119032
E07000080,Mixed/multiple ethnic group,528.0,0.00644208831029392
E07000080,Other ethnic group,62.0,0.000756457339466332
E07000080,White,80699.0,0.984602432864411
E07000081,Asian/Asian British,5839.0,0.0479833672999803
E07000081,Black/African/Caribbean/Black British,3486.0,0.0286470317533364
E07000081,Mixed/multiple ethnic group,3565.0,0.0292962329892841
E07000081,Other ethnic group,336.0,0.00276115968706857
E07000081,White,108462.0,0.891312208270331
E07000082,Asian/Asian British,751.0,0.00665904113354437
E07000082,Black/African/Caribbean/Black British,260.0,0.00230539373464918
E07000082,Mixed/multiple ethnic group,1216.0,0.0107821491589746
E07000082,Other ethnic group,126.0,0.00111722927140691
E07000082,White,110426.0,0.979136186701425
E07000083,Asian/Asian British,901.0,0.0109954480553556
E07000083,Black/African/Caribbean/Black British,255.0,0.00311191926094968
E07000083,Mixed/multiple ethnic group,776.0,0.00946999743724296
E07000083,Other ethnic group,110.0,0.00134239654393908
E07000083,White,79901.0,0.975080238702513
E07000084,Asian/Asian British,6715.0,0.0400181169136884
E07000084,Black/African/Caribbean/Black British,1909.0,0.011376706654986
E07000084,Mixed/multiple ethnic group,2813.0,0.0167641046728526
E07000084,Other ethnic group,474.0,0.00282480825273095
E07000084,White,155888.0,0.929016263505742
E07000085,Asian/Asian British,1859.0,0.016080202062141
E07000085,Black/African/Caribbean/Black British,517.0,0.00447200885751851
E07000085,Mixed/multiple ethnic group,1305.0,0.0112881461490554
E07000085,Other ethnic group,292.0,0.00252577676285378
E07000085,White,111635.0,0.965633866168431
E07000086,Asian/Asian British,3740.0,0.0298724430706316
E07000086,Black/African/Caribbean/Black British,605.0,0.00483230696730805
E07000086,Mixed/multiple ethnic group,1740.0,0.0138978745836628
E07000086,Other ethnic group,577.0,0.00460866300849048
E07000086,White,118537.0,0.946788712369907
E07000087,Asian/Asian British,1667.0,0.0149398195033205
E07000087,Black/African/Caribbean/Black British,357.0,0.0031994694437225
E07000087,Mixed/multiple ethnic group,1359.0,0.0121794929244226
E07000087,Other ethnic group,239.0,0.00214194172843047
E07000087,White,107959.0,0.967539276400104
E07000088,Asian/Asian British,1073.0,0.0129868558011183
E07000088,Black/African/Caribbean/Black British,592.0,0.00716516182130667
E07000088,Mixed/multiple ethnic group,1066.0,0.0129021326039069
E07000088,Other ethnic group,206.0,0.00249328266079253
E07000088,White,79685.0,0.964452567112876
E07000089,Asian/Asian British,2448.0,0.026891347093911
E07000089,Black/African/Caribbean/Black British,506.0,0.00555842386826755
E07000089,Mixed/multiple ethnic group,1457.0,0.0160051849329364
E07000089,Other ethnic group,267.0,0.00293300231784078
E07000089,White,86355.0,0.948612041787044
E07000090,Asian/Asian British,1427.0,0.0118242683371449
E07000090,Black/African/Caribbean/Black British,388.0,0.0032150077889364
E07000090,Mixed/multiple ethnic group,1514.0,0.012545159258891
E07000090,Other ethnic group,193.0,0.00159921779191939
E07000090,White,117162.0,0.970816346823108
E07000091,Asian/Asian British,1665.0,0.00943545919234736
E07000091,Black/African/Caribbean/Black British,612.0,0.00346816878421417
E07000091,Mixed/multiple ethnic group,1620.0,0.00918044678174338
E07000091,Other ethnic group,405.0,0.00229511169543584
E07000091,White,172160.0,0.975620813546259
E07000092,Asian/Asian British,9755.0,0.103990107348066
E07000092,Black/African/Caribbean/Black British,1868.0,0.0199132260918695
E07000092,Mixed/multiple ethnic group,2057.0,0.0219280011086593
E07000092,Other ethnic group,607.0,0.00647073246133018
E07000092,White,79520.0,0.847697932990075
E07000093,Asian/Asian British,2368.0,0.0203439921648138
E07000093,Black/African/Caribbean/Black British,487.0,0.00418392068592244
E07000093,Mixed/multiple ethnic group,1494.0,0.0128352720837128
E07000093,Other ethnic group,404.0,0.00347085001460506
E07000093,White,111645.0,0.959165965050946
E07000094,Asian/Asian British,2639.0,0.0226339036836914
E07000094,Black/African/Caribbean/Black British,457.0,0.00391955058107123
E07000094,Mixed/multiple ethnic group,1626.0,0.0139457095072688
E07000094,Other ethnic group,296.0,0.00253870234572666
E07000094,White,111577.0,0.956962133882242
E07000095,Asian/Asian British,2190.0,0.0233951863602859
E07000095,Black/African/Caribbean/Black British,3957.0,0.0422715764509823
E07000095,Mixed/multiple ethnic group,2141.0,0.0228717324188913
E07000095,Other ethnic group,791.0,0.00845004219679732
E07000095,White,84530.0,0.903011462573043
E07000096,Asian/Asian British,6770.0,0.0467389728472112
E07000096,Black/African/Caribbean/Black British,2990.0,0.0206424710211465
E07000096,Mixed/multiple ethnic group,3075.0,0.0212292971204098
E07000096,Other ethnic group,475.0,0.0032793223194129
E07000096,White,131537.0,0.90810993669182
E07000098,Asian/Asian British,7393.0,0.0739070888024712
E07000098,Black/African/Caribbean/Black British,3927.0,0.0392578300726775
E07000098,Mixed/multiple ethnic group,2619.0,0.026181883616079
E07000098,Other ethnic group,1029.0,0.0102868110885625
E07000098,White,85063.0,0.85036638642021
E07000099,Asian/Asian British,6821.0,0.0536604937300376
E07000099,Black/African/Caribbean/Black British,2491.0,0.0195965825951508
E07000099,Mixed/multiple ethnic group,3376.0,0.0265588369495099
E07000099,Other ethnic group,671.0,0.00527872618279654
E07000099,White,113755.0,0.894905360542505
E07000102,Asian/Asian British,7993.0,0.0915400208435929
E07000102,Black/African/Caribbean/Black British,1610.0,0.0184385629373432
E07000102,Mixed/multiple ethnic group,2002.0,0.0229279521742616
E07000102,Other ethnic group,418.0,0.0047871548495711
E07000102,White,75294.0,0.862306309195231
E07000103,Asian/Asian British,16170.0,0.179067784409918
E07000103,Black/African/Caribbean/Black British,5229.0,0.0579063354780124
E07000103,Mixed/multiple ethnic group,3104.0,0.0343739271990343
E07000103,Other ethnic group,852.0,0.00943511146055968
E07000103,White,64946.0,0.719216841452476
E07000105,Asian/Asian British,3991.0,0.0338346502085523
E07000105,Black/African/Caribbean/Black British,1375.0,0.0116568890094612
E07000105,Mixed/multiple ethnic group,1682.0,0.014259554410119
E07000105,Other ethnic group,388.0,0.0032893621350334
E07000105,White,110520.0,0.936959544236834
E07000106,Asian/Asian British,5135.0,0.0339739984782824
E07000106,Black/African/Caribbean/Black British,1937.0,0.0128155082867445
E07000106,Mixed/multiple ethnic group,2551.0,0.0168778325449072
E07000106,Other ethnic group,902.0,0.00596777928479275
E07000106,White,140620.0,0.930364881405273
E07000107,Asian/Asian British,5799.0,0.0595593899245109
E07000107,Black/African/Caribbean/Black British,3578.0,0.0367483181841524
E07000107,Mixed/multiple ethnic group,2161.0,0.0221948338725415
E07000107,Other ethnic group,757.0,0.0077748677656242
E07000107,White,85070.0,0.873722590253171
E07000108,Asian/Asian British,2031.0,0.0181868653401866
E07000108,Black/African/Caribbean/Black British,386.0,0.0034564894245751
E07000108,Mixed/multiple ethnic group,1029.0,0.00921432025359529
E07000108,Other ethnic group,262.0,0.00234611458351989
E07000108,White,107966.0,0.966796210398123
E07000109,Asian/Asian British,10604.0,0.104246952418403
E07000109,Black/African/Caribbean/Black British,2885.0,0.0283621706645694
E07000109,Mixed/multiple ethnic group,2066.0,0.0203106567046795
E07000109,Other ethnic group,1939.0,0.0190621313409359
E07000109,White,84226.0,0.828018088871412
E07000110,Asian/Asian British,4943.0,0.0318609283048542
E07000110,Black/African/Caribbean/Black British,1380.0,0.00889501943368376
E07000110,Mixed/multiple ethnic group,2345.0,0.0151150873710061
E07000110,Other ethnic group,479.0,0.00308747413676415
E07000110,White,145996.0,0.941041490753692
E07000111,Asian/Asian British,2085.0,0.0181473196800501
E07000111,Black/African/Caribbean/Black British,853.0,0.00742429913049533
E07000111,Mixed/multiple ethnic group,1675.0,0.0145787819971626
E07000111,Other ethnic group,251.0,0.00218464136196287
E07000111,White,110029.0,0.957664957830329
E07000112,Asian/Asian British,3699.0,0.0342598338411952
E07000112,Black/African/Caribbean/Black British,458.0,0.00424195833989386
E07000112,Mixed/multiple ethnic group,1267.0,0.0117348498180033
E07000112,Other ethnic group,330.0,0.00305643286498902
E07000112,White,102215.0,0.946706925135919
E07000113,Asian/Asian British,1489.0,0.0109618286892185
E07000113,Black/African/Caribbean/Black British,1395.0,0.0102698126403357
E07000113,Mixed/multiple ethnic group,1575.0,0.0115949497552177
E07000113,Other ethnic group,221.0,0.00162697390216071
E07000113,White,131155.0,0.965546435013067
E07000114,Asian/Asian British,2504.0,0.0186606650470243
E07000114,Black/African/Caribbean/Black British,910.0,0.00678163146677001
E07000114,Mixed/multiple ethnic group,2186.0,0.0162908202047904
E07000114,Other ethnic group,392.0,0.00292131817030093
E07000114,White,128194.0,0.955345565111114
E07000115,Asian/Asian British,2431.0,0.0201233392657589
E07000115,Black/African/Caribbean/Black British,421.0,0.00348495509291834
E07000115,Mixed/multiple ethnic group,1677.0,0.0138818757501759
E07000115,Other ethnic group,404.0,0.00334423244071024
E07000115,White,115872.0,0.959165597450437
E07000116,Asian/Asian British,2903.0,0.0252327269250493
E07000116,Black/African/Caribbean/Black British,638.0,0.00554546323740319
E07000116,Mixed/multiple ethnic group,1893.0,0.0164538587906023
E07000116,Other ethnic group,376.0,0.00326817269163574
E07000116,White,109239.0,0.94949977835531
E07000117,Asian/Asian British,9578.0,0.110017344559437
E07000117,Black/African/Caribbean/Black British,211.0,0.00242364373585729
E07000117,Mixed/multiple ethnic group,976.0,0.0112107880862404
E07000117,Other ethnic group,240.0,0.00275675116874763
E07000117,White,76054.0,0.873591472449718
E07000118,Asian/Asian British,1710.0,0.0159581914049741
E07000118,Black/African/Caribbean/Black British,401.0,0.0037422425458448
E07000118,Mixed/multiple ethnic group,1016.0,0.00948159208623023
E07000118,Other ethnic group,195.0,0.00181979375670757
E07000118,White,103833.0,0.968998180206243
E07000119,Asian/Asian British,845.0,0.0111540847710443
E07000119,Black/African/Caribbean/Black British,163.0,0.00215161635228428
E07000119,Mixed/multiple ethnic group,742.0,0.00979447443800573
E07000119,Other ethnic group,163.0,0.00215161635228428
E07000119,White,73844.0,0.974748208086381
E07000120,Asian/Asian British,9007.0,0.111563901206431
E07000120,Black/African/Caribbean/Black British,106.0,0.00131295365025887
E07000120,Mixed/multiple ethnic group,696.0,0.00862090321302054
E07000120,Other ethnic group,147.0,0.00182079421309485
E07000120,White,70778.0,0.876681447717195
E07000121,Asian/Asian British,3732.0,0.026970189701897
E07000121,Black/African/Caribbean/Black British,628.0,0.00453839205058717
E07000121,Mixed/multiple ethnic group,1356.0,0.00979945799457995
E07000121,Other ethnic group,317.0,0.00229087624209575
E07000121,White,132342.0,0.95640108401084
E07000122,Asian/Asian British,16807.0,0.187888476501364
E07000122,Black/African/Caribbean/Black British,126.0,0.00140857666681572
E07000122,Mixed/multiple ethnic group,946.0,0.0105755041810133
E07000122,Other ethnic group,136.0,0.00152036846576935
E07000122,White,71437.0,0.798607074185038
E07000123,Asian/Asian British,21732.0,0.15500492147045
E07000123,Black/African/Caribbean/Black British,1676.0,0.011954180396856
E07000123,Mixed/multiple ethnic group,3326.0,0.0237229140811115
E07000123,Other ethnic group,1053.0,0.00751059186031583
E07000123,White,112415.0,0.801807392191267
E07000124,Asian/Asian British,729.0,0.0127599243856333
E07000124,Black/African/Caribbean/Black British,92.0,0.00161030595813205
E07000124,Mixed/multiple ethnic group,360.0,0.00630119722747322
E07000124,Other ethnic group,47.0,0.000822656304697893
E07000124,White,55904.0,0.978505916124064
E07000125,Asian/Asian British,3396.0,0.0499543996940367
E07000125,Black/African/Caribbean/Black British,123.0,0.00180930246241652
E07000125,Mixed/multiple ethnic group,602.0,0.00885528522255891
E07000125,Other ethnic group,83.0,0.00122091141772822
E07000125,White,63778.0,0.93816010120326
E07000126,Asian/Asian British,1612.0,0.0147812611753487
E07000126,Black/African/Caribbean/Black British,268.0,0.00245743051798601
E07000126,Mixed/multiple ethnic group,1174.0,0.010765012791476
E07000126,Other ethnic group,156.0,0.00143044462987245
E07000126,White,105847.0,0.970565850885317
E07000127,Asian/Asian British,913.0,0.00824863350950897
E07000127,Black/African/Caribbean/Black British,174.0,0.00157202873018024
E07000127,Mixed/multiple ethnic group,866.0,0.00782400505940281
E07000127,Other ethnic group,129.0,0.00116546957582328
E07000127,White,108603.0,0.981189863125085
E07000128,Asian/Asian British,993.0,0.00921586279223009
E07000128,Black/African/Caribbean/Black British,130.0,0.00120650771700897
E07000128,Mixed/multiple ethnic group,664.0,0.00616247018533815
E07000128,Other ethnic group,110.0,0.00102089114516144
E07000128,White,105852.0,0.982394268160261
E07000129,Asian/Asian British,5718.0,0.0608848426768887
E07000129,Black/African/Caribbean/Black British,900.0,0.0095831336847149
E07000129,Mixed/multiple ethnic group,1505.0,0.0160251291061066
E07000129,Other ethnic group,341.0,0.00363094287387531
E07000129,White,85451.0,0.909875951658415
E07000130,Asian/Asian British,16138.0,0.0971583383503913
E07000130,Black/African/Caribbean/Black British,1327.0,0.00798916315472607
E07000130,Mixed/multiple ethnic group,2577.0,0.0155147501505117
E07000130,Other ethnic group,944.0,0.00568332329921734
E07000130,White,145114.0,0.873654425045154
E07000131,Asian/Asian British,2563.0,0.0300180365885081
E07000131,Black/African/Caribbean/Black British,327.0,0.00382984704035979
E07000131,Mixed/multiple ethnic group,971.0,0.0113724204164812
E07000131,Other ethnic group,205.0,0.00240097444426226
E07000131,White,81316.0,0.952378721510389
E07000132,Asian/Asian British,2246.0,0.0213745979177373
E07000132,Black/African/Caribbean/Black British,262.0,0.00249338586573783
E07000132,Mixed/multiple ethnic group,1027.0,0.00977369192409448
E07000132,Other ethnic group,174.0,0.00165591275052818
E07000132,White,101369.0,0.964702411541902
E07000133,Asian/Asian British,518.0,0.0102826742893441
E07000133,Black/African/Caribbean/Black British,95.0,0.00188581864379863
E07000133,Mixed/multiple ethnic group,414.0,0.00821819914244878
E07000133,Other ethnic group,30.0,0.000595521676989042
E07000133,White,49319.0,0.979017786247419
E07000134,Asian/Asian British,1074.0,0.011490563615355
E07000134,Black/African/Caribbean/Black British,205.0,0.00219326400479308
E07000134,Mixed/multiple ethnic group,881.0,0.00942568579620833
E07000134,Other ethnic group,121.0,0.00129456070526811
E07000134,White,91187.0,0.975595925878376
E07000135,Asian/Asian British,12520.0,0.222894783692362
E07000135,Black/African/Caribbean/Black British,671.0,0.0119458785828734
E07000135,Mixed/multiple ethnic group,1176.0,0.0209364429410717
E07000135,Other ethnic group,792.0,0.0141000534092932
E07000135,White,41011.0,0.730122841374399
E07000136,Asian/Asian British,928.0,0.0143571019694602
E07000136,Black/African/Caribbean/Black British,278.0,0.00430094218481675
E07000136,Mixed/multiple ethnic group,664.0,0.0102727539953896
E07000136,Other ethnic group,175.0,0.00270742763432709
E07000136,White,62592.0,0.968361774216006
E07000137,Asian/Asian British,789.0,0.00578441507027075
E07000137,Black/African/Caribbean/Black British,264.0,0.00193546968130732
E07000137,Mixed/multiple ethnic group,937.0,0.00686945110373091
E07000137,Other ethnic group,97.0,0.000711138481389433
E07000137,White,134314.0,0.984699525663302
E07000138,Asian/Asian British,1794.0,0.0191787558396853
E07000138,Black/African/Caribbean/Black British,778.0,0.00831720849680889
E07000138,Mixed/multiple ethnic group,1230.0,0.0131493142044665
E07000138,Other ethnic group,360.0,0.00384857976716092
E07000138,White,89379.0,0.955506141691878
E07000139,Asian/Asian British,750.0,0.00695952341183676
E07000139,Black/African/Caribbean/Black British,251.0,0.00232912050182803
E07000139,Mixed/multiple ethnic group,791.0,0.0073399773583505
E07000139,Other ethnic group,139.0,0.00128983167232708
E07000139,White,105835.0,0.982081547055658
E07000140,Asian/Asian British,747.0,0.00846267134926929
E07000140,Black/African/Caribbean/Black British,257.0,0.0029115214682225
E07000140,Mixed/multiple ethnic group,796.0,0.00901778633737397
E07000140,Other ethnic group,100.0,0.00113288773082588
E07000140,White,86370.0,0.978475133114308
E07000141,Asian/Asian British,1580.0,0.0118097288247077
E07000141,Black/African/Caribbean/Black British,509.0,0.00380452656441534
E07000141,Mixed/multiple ethnic group,1142.0,0.00853589260621281
E07000141,Other ethnic group,163.0,0.00121834544204263
E07000141,White,130394.0,0.974631506562621
E07000142,Asian/Asian British,728.0,0.00815686274509804
E07000142,Black/African/Caribbean/Black British,224.0,0.00250980392156863
E07000142,Mixed/multiple ethnic group,630.0,0.00705882352941176
E07000142,Other ethnic group,68.0,0.000761904761904762
E07000142,White,87600.0,0.981512605042017
E07000143,Asian/Asian British,1040.0,0.00796989830716295
E07000143,Black/African/Caribbean/Black British,596.0,0.00456736479910492
E07000143,Mixed/multiple ethnic group,1562.0,0.0119701741882582
E07000143,Other ethnic group,177.0,0.00135641538496908
E07000143,White,127116.0,0.974136147320505
E07000144,Asian/Asian British,1265.0,0.010148741235178
E07000144,Black/African/Caribbean/Black British,331.0,0.00265552043386872
E07000144,Mixed/multiple ethnic group,1064.0,0.00853617444603116
E07000144,Other ethnic group,191.0,0.00153233958570672
E07000144,White,121795.0,0.977127224299215
E07000145,Asian/Asian British,1204.0,0.0123770264296802
E07000145,Black/African/Caribbean/Black British,439.0,0.00451288588258273
E07000145,Mixed/multiple ethnic group,1159.0,0.0119144299269098
E07000145,Other ethnic group,260.0,0.00267277979378476
E07000145,White,94215.0,0.968522877967043
E07000146,Asian/Asian British,1863.0,0.0126347057666615
E07000146,Black/African/Caribbean/Black British,561.0,0.00380465374938115
E07000146,Mixed/multiple ethnic group,1372.0,0.00930478599670399
E07000146,Other ethnic group,246.0,0.00166835084197462
E07000146,White,143409.0,0.972587503645279
E07000147,Asian/Asian British,531.0,0.00523157863624272
E07000147,Black/African/Caribbean/Black British,157.0,0.00154681326909625
E07000147,Mixed/multiple ethnic group,617.0,0.00607887762441009
E07000147,Other ethnic group,67.0,0.000660105025665278
E07000147,White,100127.0,0.986482625444586
E07000148,Asian/Asian British,5844.0,0.0441016662641874
E07000148,Black/African/Caribbean/Black British,2147.0,0.0162023062062304
E07000148,Mixed/multiple ethnic group,3039.0,0.0229337720357402
E07000148,Other ethnic group,1107.0,0.0083539603960396
E07000148,White,120375.0,0.908408295097802
E07000149,Asian/Asian British,1270.0,0.0102409444247331
E07000149,Black/African/Caribbean/Black British,378.0,0.00304809212011741
E07000149,Mixed/multiple ethnic group,1214.0,0.00978937522175273
E07000149,Other ethnic group,169.0,0.00136277134470858
E07000149,White,120981.0,0.975558816888688
E07000150,Asian/Asian British,782.0,0.0127663047914456
E07000150,Black/African/Caribbean/Black British,1008.0,0.0164557995265693
E07000150,Mixed/multiple ethnic group,836.0,0.0136478654803689
E07000150,Other ethnic group,110.0,0.00179577177373276
E07000150,White,58519.0,0.955334258427883
E07000151,Asian/Asian British,1183.0,0.0151972560153129
E07000151,Black/African/Caribbean/Black British,481.0,0.0061791040941382
E07000151,Mixed/multiple ethnic group,971.0,0.0124738255205992
E07000151,Other ethnic group,85.0,0.0010919414719371
E07000151,White,75123.0,0.965057872898013
E07000152,Asian/Asian British,1096.0,0.0126318215870455
E07000152,Black/African/Caribbean/Black British,630.0,0.0072609923356192
E07000152,Mixed/multiple ethnic group,1052.0,0.0121247046620181
E07000152,Other ethnic group,145.0,0.00167118077565839
E07000152,White,83842.0,0.966311300639659
E07000153,Asian/Asian British,3023.0,0.0323401979138807
E07000153,Black/African/Caribbean/Black British,991.0,0.010601765177855
E07000153,Mixed/multiple ethnic group,1313.0,0.0140465365070875
E07000153,Other ethnic group,408.0,0.00436480342337523
E07000153,White,87740.0,0.938646696977802
E07000154,Asian/Asian British,13751.0,0.0648421032777068
E07000154,Black/African/Caribbean/Black British,10741.0,0.0506486096506326
E07000154,Mixed/multiple ethnic group,6849.0,0.0322960923095785
E07000154,Other ethnic group,1490.0,0.00702601511772112
E07000154,White,179238.0,0.845187179644361
E07000155,Asian/Asian British,1129.0,0.0132528847621172
E07000155,Black/African/Caribbean/Black British,376.0,0.00441371538578925
E07000155,Mixed/multiple ethnic group,1003.0,0.0117738205636878
E07000155,Other ethnic group,109.0,0.0012795079176889
E07000155,White,82572.0,0.969280071370717
E07000156,Asian/Asian British,4463.0,0.0592255427570465
E07000156,Black/African/Caribbean/Black British,2696.0,0.035776845904772
E07000156,Mixed/multiple ethnic group,2158.0,0.0286374011359414
E07000156,Other ethnic group,251.0,0.00333085620255852
E07000156,White,65788.0,0.873029353999682
E07000163,Asian/Asian British,970.0,0.017506181306286
E07000163,Black/African/Caribbean/Black British,61.0,0.00110090418524066
E07000163,Mixed/multiple ethnic group,375.0,0.00676785359779097
E07000163,Other ethnic group,39.0,0.000703856774170261
E07000163,White,53964.0,0.973921204136512
E07000164,Asian/Asian British,600.0,0.00673098496746691
E07000164,Black/African/Caribbean/Black British,188.0,0.00210904195647296
E07000164,Mixed/multiple ethnic group,593.0,0.00665245680951313
E07000164,Other ethnic group,124.0,0.00139107022660983
E07000164,White,87635.0,0.983116446039937
E07000165,Asian/Asian British,2409.0,0.0152594872964293
E07000165,Black/African/Caribbean/Black British,1147.0,0.0072655176127042
E07000165,Mixed/multiple ethnic group,1776.0,0.0112498337228968
E07000165,Other ethnic group,462.0,0.00292647701575357
E07000165,White,152075.0,0.963298684352216
E07000166,Asian/Asian British,1247.0,0.0239969210045223
E07000166,Black/African/Caribbean/Black British,496.0,0.00954488598094872
E07000166,Mixed/multiple ethnic group,502.0,0.00966034831136342
E07000166,Other ethnic group,164.0,0.00315597036466853
E07000166,White,49556.0,0.953641874338497
E07000167,Asian/Asian British,273.0,0.0052752603814419
E07000167,Black/African/Caribbean/Black British,80.0,0.00154586384804158
E07000167,Mixed/multiple ethnic group,302.0,0.00583563602635698
E07000167,Other ethnic group,32.0,0.000618345539216634
E07000167,White,51064.0,0.986724894204943
E07000168,Asian/Asian British,1364.0,0.012537571351098
E07000168,Black/African/Caribbean/Black British,240.0,0.00220602428465067
E07000168,Mixed/multiple ethnic group,869.0,0.00798764626400596
E07000168,Other ethnic group,216.0,0.0019854218561856
E07000168,White,106104.0,0.97528333624406
E07000169,Asian/Asian British,493.0,0.00590779997363659
E07000169,Black/African/Caribbean/Black British,212.0,0.0025404738223346
E07000169,Mixed/multiple ethnic group,626.0,0.00750158779613896
E07000169,Other ethnic group,41.0,0.000491318050545842
E07000169,White,82077.0,0.983558820357344
E07000170,Asian/Asian British,1099.0,0.00919688360377248
E07000170,Black/African/Caribbean/Black British,472.0,0.00394988995539637
E07000170,Mixed/multiple ethnic group,1059.0,0.00886214716687448
E07000170,Other ethnic group,134.0,0.00112136706360829
E07000170,White,116733.0,0.976869712210348
E07000171,Asian/Asian British,1255.0,0.0111196760674446
E07000171,Black/African/Caribbean/Black British,520.0,0.00460735582077386
E07000171,Mixed/multiple ethnic group,996.0,0.00882485845671301
E07000171,Other ethnic group,200.0,0.00177205993106687
E07000171,White,109892.0,0.973676049724002
E07000172,Asian/Asian British,4503.0,0.0411281704677268
E07000172,Black/African/Caribbean/Black British,933.0,0.0085215596372172
E07000172,Mixed/multiple ethnic group,1827.0,0.0166869126014961
E07000172,Other ethnic group,686.0,0.00626558404194105
E07000172,White,101538.0,0.927397773251619
E07000173,Asian/Asian British,3343.0,0.0294425900319703
E07000173,Black/African/Caribbean/Black British,1653.0,0.0145583611495204
E07000173,Mixed/multiple ethnic group,2619.0,0.0230661511497847
E07000173,Other ethnic group,272.0,0.00239556819883216
E07000173,White,105656.0,0.930537329469892
E07000174,Asian/Asian British,1289.0,0.0123389428139299
E07000174,Black/African/Caribbean/Black British,398.0,0.00380985200926617
E07000174,Mixed/multiple ethnic group,1106.0,0.0105871766890663
E07000174,Other ethnic group,151.0,0.0014454463653246
E07000174,White,101522.0,0.971818582122413
E07000175,Asian/Asian British,1036.0,0.00902305407735788
E07000175,Black/African/Caribbean/Black British,499.0,0.004346046317183
E07000175,Mixed/multiple ethnic group,1160.0,0.0101030335229104
E07000175,Other ethnic group,164.0,0.00142835991185974
E07000175,White,111958.0,0.975099506170689
E07000176,Asian/Asian British,4614.0,0.0415193153902222
E07000176,Black/African/Caribbean/Black British,627.0,0.00564209162324866
E07000176,Mixed/multiple ethnic group,1949.0,0.0175381763536071
E07000176,Other ethnic group,435.0,0.00391436978646438
E07000176,White,103504.0,0.931386046846458
E07000177,Asian/Asian British,6039.0,0.0425677390250092
E07000177,Black/African/Caribbean/Black British,1961.0,0.0138227084331914
E07000177,Mixed/multiple ethnic group,2560.0,0.0180449431866242
E07000177,Other ethnic group,547.0,0.00385569684495446
E07000177,White,130761.0,0.921708912510221
E07000178,Asian/Asian British,18827.0,0.123938488275644
E07000178,Black/African/Caribbean/Black British,7028.0,0.0462654536358011
E07000178,Mixed/multiple ethnic group,6035.0,0.0397285163193027
E07000178,Other ethnic group,2059.0,0.0135544349795268
E07000178,White,117957.0,0.776513106789725
E07000179,Asian/Asian British,2405.0,0.0179134048876409
E07000179,Black/African/Caribbean/Black British,768.0,0.00572037212212399
E07000179,Mixed/multiple ethnic group,1801.0,0.0134145705624288
E07000179,Other ethnic group,290.0,0.00216003634819786
E07000179,White,128993.0,0.960791616079609
E07000180,Asian/Asian British,2962.0,0.0244817667867888
E07000180,Black/African/Caribbean/Black British,1230.0,0.010166297484048
E07000180,Mixed/multiple ethnic group,1574.0,0.0130095546665785
E07000180,Other ethnic group,398.0,0.00328958243792773
E07000180,White,114824.0,0.949052798624657
E07000181,Asian/Asian British,1424.0,0.0135905095486691
E07000181,Black/African/Caribbean/Black British,437.0,0.00417068305671938
E07000181,Mixed/multiple ethnic group,1263.0,0.0120539421067199
E07000181,Other ethnic group,186.0,0.00177516487082335
E07000181,White,101469.0,0.968409700417068
E07000187,Asian/Asian British,929.0,0.00850117588923764
E07000187,Black/African/Caribbean/Black British,210.0,0.00192168669186211
E07000187,Mixed/multiple ethnic group,996.0,0.00911428545283174
E07000187,Other ethnic group,87.0,0.000796127343771447
E07000187,White,107057.0,0.979666724622297
